index,state,ticket_channel_id,ticket_banner_id,owner_id,ticket_number
189,closed,1377743300848783361,1377743302526238780,1304254748790095923,190
190,closed,1377748555221176331,1377748557305610261,299902316910346240,191
191,closed,1377751022663110709,1377751024311472149,596398983878934568,192
192,closed,1377752250453069834,1377752251942174771,274641366653468672,193
193,closed,1377755335447543848,1377755336697577472,974017671215603712,194
194,closed,1377756368332787833,1377756370039738489,586551552660078622,195
195,closed,1377756400897232926,1377756402428416091,441707069003923456,196
196,closed,1377758093093634048,1377758094674890763,879352651500904468,197
197,closed,1377759693417480343,1377759695703511091,398842280007434240,198
198,closed,1377760245375439010,1377760247153819748,1234226422114156596,199
199,closed,1377762505132212335,1377762506390507672,540645034270261269,200
200,closed,1377766705920737362,1377766707808178268,734850147766501426,201
201,closed,1377770034880975013,1377770037540163797,547202667001282561,202
202,closed,1377773900930224229,1377773902427590746,390282017226489886,203
203,closed,1377780735280152618,1377780737192890478,952976243433803827,204
204,closed,1377786578092691548,1377786579992707142,1252678283456413752,205
205,closed,1377787406182387804,1377787407902052514,404447074147500032,206
206,closed,1377788228207382578,1377788229385978028,1155187350834520256,207
207,closed,1377794622406787092,1377794625141473540,749053090166079530,208
208,closed,1377801270030503938,1377801271670472734,546372532912259082,209
209,closed,1377802949081694339,1377802950633717900,1059117364899225711,210
210,closed,1377847912842793012,1377847914340159560,634845429770485790,211
211,closed,1377848248026271794,1377848248856739951,634845429770485790,212
212,closed,1377848379501056002,1377848381304733806,444582897253351424,213
213,closed,1377856930835464202,1377856938208919574,719256346536574996,214
214,closed,1377860285490008074,1377860286727323758,1259043518643699774,215
215,closed,1377868133439766528,1377868134677217370,237017995640045571,216
216,closed,1377880936460455957,1377880938205286431,733475742939218042,217
217,closed,1377886588419182633,1377886590998679562,1220476416211292172,218
218,closed,1377974071299670028,1377974072645914686,714809748222115931,219
219,closed,1377979577225318441,1377979579305820280,440557433614761985,220
220,closed,1377993382231675003,1377993384832008244,468512368423337984,221
221,closed,1377998374187438190,1377998375710101594,713040807568867339,222
222,closed,1378006045246623744,1378006046748053727,1307515652445044768,223
223,closed,1378008981653684355,1378008982467252235,586551552660078622,224
224,closed,1378009563776684142,1378009565228040234,735310681229754380,225
225,closed,1378014271186665524,1378014272440762428,793600822348873728,226
226,closed,1378023340387729628,1378023341658472532,702938374079512576,227
227,closed,1378023836498526289,1378023837727461530,447807271863582730,228
228,closed,1378036457670967547,1378036459197562983,694172868241784882,229
229,closed,1378044691748229390,1378044693211774996,1048305986617757746,230
230,closed,1378047022250065940,1378047023579660368,540645034270261269,231
231,closed,1378048084038385708,1378048085833289959,481939290453049345,232
232,closed,1378064380465381386,1378064382055153715,281448328841920513,233
233,closed,1378071982599569541,1378071984226701384,740950135713955901,234
234,closed,1378076709970120824,1378076711262093373,1134852475602604102,235
235,closed,1378080299157819524,1378080300722290873,1234744873408790601,236
236,closed,1378097042387239013,1378097044660555926,1069293285551640696,237
237,closed,1378098002266165392,1378098004602392729,1069293285551640696,238
238,closed,1378098250497785897,1378098251676520518,662111579021639722,239
239,closed,1378101902247591976,1378101903371669629,891692685335867422,240
240,closed,1378103249562763397,1378103250745557073,1252678283456413752,241
241,closed,1378107821471695001,1378107823539359786,444582897253351424,242
242,closed,1378107982893551847,1378107984307163187,444582897253351424,243
243,closed,1378128453529899041,1378128455165546630,889288594617929788,244
244,closed,1378151540707164220,1378151542242152460,1181000849347055773,245
245,closed,1378155244784976012,1378155245938671668,766698672422649906,246
246,closed,1378155440256450730,1378155441946755232,212368367842099200,247
247,closed,1378157872810037331,1378157874852794509,768252301273989120,248
248,closed,1378162924442619956,1378162925642186894,366616915520520193,249
249,closed,1378172499824476390,1378172501426704506,1234744873408790601,250
250,closed,1378173132992548974,1378173134233927710,751619013783715881,251
251,closed,1378180892463333427,1378180894187065395,1257758407281344625,252
252,closed,1378185245647441980,1378185246805196892,952312213706780692,253
253,closed,1378186688207130654,1378186689624670438,952312213706780692,254
254,closed,1378194330313035908,1378194331936096381,1165470718004314262,255
255,closed,1378202078433771562,1378202080376000670,989964648856051712,256
256,closed,1378214191122612346,1378214193773416448,1131018239032426637,257
257,closed,1378227726279905471,1378227727613558856,365899986749358080,258
258,closed,1378248327296061492,1378248328797491333,734850147766501426,259
259,closed,1378265640883851296,1378265642276356106,426923800680988682,260
260,closed,1378273159706447903,1378273161572782121,279254232782077952,261
261,closed,1378276129013629039,1378276130771173387,530489950211145729,262
262,closed,1378286939425214565,1378286941274898443,410199694342356993,263
263,closed,1378298480157528138,1378298482124918814,420160011449139200,264
264,closed,1378334679429677118,1378334681162059806,566374600330444814,265
265,closed,1378368015174860901,1378368016365916353,1350884609495138426,266
266,closed,1378398947592376331,1378398948951064636,936326365836349461,267
267,closed,1378412491456909443,1378412493403193476,1134852475602604102,268
268,closed,1378419491880566836,1378419494241960056,715297492404535380,269
269,closed,1378424307780423820,1378424309021806595,945437580927832126,270
270,closed,1378430702671892550,1378430703527657594,1368456656127524894,271
271,closed,1378432484483665981,1378432486283149442,782719904025149440,272
272,closed,1378433241207541881,1378433242822082681,907643249617940622,273
273,closed,1378457804955975750,1378457813864677518,265637717960949780,274
274,closed,1378465495753162803,1378465497481347152,855473334799302696,275
275,closed,1378470969852694619,1378470971496992848,1299560380506308690,276
276,closed,1378484418557120665,1378484420046094406,1221158379393777786,277
277,closed,1378485973335412746,1378485974929113169,1329517407684919463,278
278,closed,1378489104517566585,1378489106413260821,789824730144309259,279
279,closed,1378492653196279930,1378492654966542336,1176259554858778735,280
280,closed,1378524694407417878,1378524696223678544,1064371565061484614,281
281,closed,1378548974587482205,1378548976608874519,1311537943680258069,282
282,closed,1378568100278173718,1378568102618599454,1190501901192667166,283
283,closed,1378568210550624297,1378568211846529186,1190501901192667166,284
284,closed,1378570594794209330,1378570596350431343,1137461185608958054,285
285,closed,1378575602524885023,1378575603942297692,422562945378287626,286
286,closed,1378603631950954637,1378603633372954654,558504068037869570,287
287,closed,1378621418207580211,1378621420526899283,475721137913987082,288
288,closed,1378645857510887499,1378645859385741463,398978689381171210,289
289,closed,1378740531114283188,1378740534507606149,1250247330171453545,290
290,closed,1378781074045538354,1378781075676991641,1170870682297573428,291
291,closed,1378787595156197487,1378787603100205057,889193614528368690,292
292,closed,1378851807022809198,1378851815658881096,540356640180797441,293
293,closed,1378856816670281728,1378856817953738862,1149811730877268109,294
294,closed,1378870156150706266,1378870157392216074,1071926536569098310,295
295,closed,1378870769807003801,1378870771463622666,1336525161863581747,296
296,closed,1378889850983415929,1378889852266872912,787517803170365470,297
297,closed,1378893806946222081,1378893808787521576,789899350649995295,298
298,closed,1378894086571819120,1378894087888834591,789899350649995295,299
299,closed,1378948150919692300,1378948152643817504,661022600952021015,300
300,closed,1379098636465606727,1379098638487392368,677941973503442944,301
301,closed,1379098917794222090,1379098919635521577,477672570813153325,302
302,closed,1379132039722434710,1379132041270132828,391680794562658304,303
303,closed,1379135928064544889,1379135930782191686,962349721463164928,304
304,closed,1379136979832143883,1379136981392425075,1213591643748311060,305
305,closed,1379137915640217752,1379137917418475622,1026571581146804316,306
306,closed,1379151513477189692,1379151514999984150,546777313891581957,307
307,closed,1379157067687788674,1379157069516767392,886327551704858684,308
308,closed,1379168730625474795,1379168731984302111,457827188239106048,309
309,closed,1379194920127959132,1379194921432383608,970441441652383744,310
310,closed,1379263110866796615,1379263112737329183,839296315553087488,311
311,closed,1379332108392206346,1379332109679984711,752653827005481001,312
312,closed,1379359735039660042,1379359736696275027,1149130749937717338,313
313,closed,1379360259499495515,1379360260753457202,1149130749937717338,314
314,closed,1379403029798977557,1379403031371710554,753662439702265968,315
315,closed,1379489349892308993,1379489351498727515,944254273028522014,316
316,closed,1379493158706085939,1379493160715288759,615865569652113431,317
317,closed,1379520632563302463,1379520634240897187,581527176743223328,318
318,closed,1379527796363362434,1379527797906735295,754713280165052446,319
319,closed,1379536947583778867,1379536949836124186,1320761561819910260,320
320,closed,1379553305746866208,1379553309068628059,824246965675884555,321
321,closed,1379571040367153152,1379571041994805259,613051402549329961,322
322,closed,1379605992316338270,1379605993515646977,526996831264309250,323
323,closed,1379623791864582266,1379623793089183834,489962540500123669,324
324,closed,1379654770167644160,1379654771496980481,1020478008794026014,325
325,closed,1379680257061425192,1379680258613186582,698877739029102632,326
326,closed,1379688350893604916,1379688354295054396,1310956036827516992,327
327,closed,1379727519112102000,1379727521641402369,1379725973703884872,328
328,closed,1379874487767662685,1379874489239605371,282331430971768834,329
329,closed,1379902926457274450,1379902927300198473,1017992358215827557,330
330,closed,1379969771784765440,1379969772904779917,1030487956663848971,331
331,closed,1380038722325844009,1380038723571286156,881396489509797948,332
332,closed,1380204797520642140,1380204798879731733,917834004244357131,333
333,closed,1380284847330689064,1380284848811278376,1208211305853620275,334
334,closed,1380304728243568714,1380304729833213954,817868073444835339,335
335,closed,1380612197474107452,1380612198820352010,914179446569852968,336
336,closed,1380615303930843219,1380615305373417699,919781198186815509,337
337,closed,1380708484315615322,1380708485938806855,649352298522476544,338
338,closed,1380773731332264002,1380773733433737297,980962367343050802,339
339,closed,1381009415347634287,1381009416676966550,864334355642974238,340
340,closed,1381080999265570978,1381081000511012864,1026327421215068191,341
341,closed,1381360800471584873,1381360802694561804,967908211149668372,342
342,closed,1381414315025764424,1381414316829577326,1294705911369175052,343
343,closed,1382104155396767766,1382104163722199070,751623217533419520,344
344,closed,1382176912230846486,1382176913950507089,1202379966227173429,345
345,closed,1382183188717113365,1382183190189445232,420160011449139200,346
346,closed,1382183337375957083,1382183344120533102,420160011449139200,347
347,closed,1382594877929295932,1382594879846088754,506633413898403881,348
348,closed,1382604399926313041,1382604402141171713,634845429770485790,349
349,closed,1382688661858029618,1382688663250538499,662673597390782496,350
350,closed,1382696440123363359,1382696441134186619,1130542106004426863,351
351,closed,1382835158755049554,1382835160499621920,1159079639260602448,352
352,closed,1382836136149516408,1382836137659207760,831572906365681754,353
353,closed,1382926924384567346,1382926925596463104,468512368423337984,354
354,closed,1382964816099938375,1382964817819598858,813906218070310924,355
355,closed,1383029359937327116,1383029361485021244,828451078567100476,356
356,closed,1383116632074752081,1383116634377682954,746451738940407859,357
357,closed,1383232574167580682,1383232575694311455,1028775442397802568,358
358,closed,1383270040467673158,1383270042111709215,1197703984555774063,359
359,closed,1383316878537265262,1383316886967816222,1197703984555774063,360
360,closed,1383339708204974150,1383339709283041300,330781613468155905,361
361,closed,1383388461548961865,1383388463419625523,265637717960949780,362
362,closed,1383490635327078591,1383490636761665547,338093257298804739,363
363,closed,1383491376750264321,1383491378125996156,377250302107058176,364
364,closed,1383512664122200175,1383512665200267327,621768306310905874,365
365,closed,1383558615977164901,1383558617193513103,621994894143127552,366
366,closed,1383603722789195776,1383603724470976512,600440924308504578,367
367,closed,1383736811913740409,1383736813415432333,736687551342968932,368
368,closed,1383779712299700445,1383779714077823069,962244644081631252,369
369,closed,1383816595503190109,1383816597063335938,930874234085978172,370
370,closed,1383861774578880643,1383861775929184287,913898112270106636,371
371,closed,1383885097832550463,1383885099384180876,1177690380532195391,372
372,closed,1384119491155329125,1384119492476538951,623115759228289024,373
373,closed,1384566337031897108,1384566338537787405,808757733590302750,374
374,closed,1384967215497089145,1384967217007038565,428590535255785473,375
375,closed,1384993608289226802,1384993609937326131,770785817626804246,376
376,closed,1385280772260495421,1385280774118441033,1385279142584516620,377
377,closed,1385330363076710531,1385330364523741325,581527176743223328,378
378,closed,1385497133402161284,1385497135285407746,808757733590302750,379
379,closed,1385538239070212108,1385538240806916156,808757733590302750,380
380,closed,1385669397783384074,1385669400836706346,747159610364002326,381
381,closed,1385760673459470346,1385760674982133974,763144383108350012,382
382,closed,1385806472868397268,1385806474730668132,1271982382769246248,383
383,closed,1386089287144968232,1386089288361578528,697213620530184282,384
384,closed,1386421593881706526,1386421595395854437,808757733590302750,385
385,closed,1386705296621043762,1386705297891922011,1334996360004636813,386
386,closed,1386770099075285003,1386770100413136947,1385279142584516620,387
387,closed,1386784353207713884,1386784355002744843,1334996360004636813,388
388,closed,1386833360306835527,1386833368573808746,334459478223224843,389
389,closed,1386932353737297980,1386932355280928921,677356430444986369,390
390,closed,1387165518393507841,1387165520037675050,736687551342968932,391
391,closed,1387935234334396446,1387935235643019385,732222802605637653,392
392,closed,1387985687252439181,1387985688850468935,1012542702698627072,393
393,closed,1388003524712988835,1388003526046781450,732028474147078225,394
394,closed,1388189185214513262,1388189187311796337,817805724478079006,395
395,closed,1388204282104381481,1388204283492700231,1377926671910572092,396
396,closed,1388239628620005437,1388239631023210516,1225640505262477433,397
397,closed,1388284876234555526,1388284878197358763,1134617788187676702,398
398,closed,1388364613816418334,1388364615221514372,1132706297557549207,399
399,closed,1388659762052464810,1388659763323207801,742570963551649902,400
400,closed,1388777386199351317,1388777387650580530,1030209890142138470,401
401,closed,1388804042972729504,1388804044432085042,1091520197443194970,402
402,closed,1388882312355250187,1388882314297213089,888942623430180915,403
403,closed,1388903959481286717,1388903963083931708,785729493557706793,404
404,closed,1388915642916147310,1388915644396736605,1300195707495645244,405
405,closed,1388921286939643985,1388921289137459400,1126005457782325328,406
406,closed,1389009138222370847,1389009139451035688,1237804584064385027,407
407,closed,1389030665269547059,1389030666481438822,1030209890142138470,408
408,closed,1389030990781091862,1389030993364779170,1030209890142138470,409
409,closed,1389109951997280266,1389109953586921602,763091523641671741,410
410,closed,1389302659189702756,1389302660443799606,1346121447306690621,411
411,closed,1389411711987224686,1389411713589313678,731513096757051402,412
412,closed,1389435974517260299,1389435976115421247,282331430971768834,413
413,closed,1390008112823406664,1390008115281399921,1066880235439673365,414
414,closed,1390040289783316482,1390040291687403561,1350884609495138426,415
415,closed,1390051749611704450,1390051752908423280,859154704738811935,416
416,closed,1390055596455366759,1390055597847871619,1258207764157567028,417
417,closed,1390093545699938480,1390093547910463589,701125319972618294,418
418,closed,1390132094042247303,1390132095380226162,388824571886698497,419
419,active,1390184714978984048,1390184716271091804,388824571886698497,420
420,closed,1390274007038955621,1390274008922067034,1237804584064385027,421
421,closed,1390481043286523986,1390481044884426882,1261893433438765118,422
422,closed,1390497683688656907,1390497685076705471,1016524066275987477,423
423,closed,1390572702053437441,1390572703504928872,713092114904514670,424
424,closed,1390765018613682306,1390765019737755668,444582897253351424,425
425,active,1390847409193746564,1390847411873775616,713197782034284617,426
